,#,Random Seed,K_fold,reduced_formula,Temperature (K),target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,48,1,1,Zn0.01 Ga0.025 Te1.01 Pb0.975,300.0,1.6,0.0,0.0,0.0,0.0,0.3799925148487091,0.0,0.3550630211830139,0.37746167182922363,0.3567812144756317,0.0,0.0,0.0,0.0,0.0,0.27044886350631714,0.0
1,59,1,1,Zn0.01 Ga0.025 Te1.01 Pb0.975,850.0,0.47,0.03241072595119476,0.0,0.0,0.023143984377384186,0.270038366317749,0.0,0.28585702180862427,0.2662356495857239,0.2209562361240387,0.0,0.0,0.03236962854862213,0.0,0.0,0.2052072137594223,0.0
2,255,1,1,Ge0.9 Bi0.07 Te1,750.0,0.735,0.005200359970331192,0.0,0.0,0.0,0.4624231457710266,0.0,0.4276958107948303,0.45895737409591675,0.42361220717430115,0.03573702648282051,0.0,0.013858070597052574,0.0,0.0,0.28501760959625244,0.0
3,256,1,1,Ge0.9 Bi0.07 Te1,800.0,0.833,0.002653036266565323,0.0,0.0,0.0,0.468845009803772,0.0,0.4354504346847534,0.46603283286094666,0.4306885302066803,0.035305533558130264,0.0,0.012456014752388,0.0,0.0,0.28689441084861755,0.0
4,270,1,1,Co4 Cu0.3 Sb11.5 Te0.5,320.0,0.56,0.10972416400909424,0.04038325697183609,0.0,0.11184849590063095,0.0,0.0,0.03859192505478859,0.0,0.0,0.09286616742610931,0.0,0.10936485975980759,0.06510664522647858,0.011700943112373352,0.0504879504442215,0.0
5,271,1,1,Co4 Cu0.3 Sb11.5 Te0.5,360.0,0.55,0.10789860039949417,0.03680657222867012,0.0,0.10863862931728363,0.0,0.0,0.04665471613407135,0.0,0.0,0.09060567617416382,0.0,0.10559535026550293,0.059207066893577576,0.008793748915195465,0.05324285104870796,0.0
6,272,1,1,Co4 Cu0.3 Sb11.5 Te0.5,400.0,0.54,0.1060074120759964,0.03302083536982536,0.0,0.1053319051861763,0.0,0.0,0.05462023988366127,0.0,0.0,0.0884920284152031,0.0,0.10158101469278336,0.05355292558670044,0.005913101136684418,0.055959269404411316,0.0
7,273,1,1,Co4 Cu0.3 Sb11.5 Te0.5,440.0,0.53,0.10392729938030243,0.028879161924123764,0.0,0.10189727693796158,0.0,0.0,0.062486711889505386,0.0,0.0,0.08672767132520676,0.0,0.09745100140571594,0.04840196669101715,0.0031381528824567795,0.058600664138793945,0.0
8,274,1,1,Co4 Cu0.3 Sb11.5 Te0.5,470.0,0.52,0.1022421196103096,0.025891266763210297,0.0,0.09918674826622009,0.0,0.0,0.068397656083107,0.005693449638783932,0.0,0.08536320179700851,0.0,0.09438609331846237,0.04463589936494827,0.0012196749448776245,0.06081891059875488,0.0
9,275,1,1,Co4 Cu0.3 Sb11.5 Te0.5,510.0,0.51,0.0999169871211052,0.021905872970819473,0.0,0.0956108346581459,0.005301357246935368,0.0,0.07632599771022797,0.013852724805474281,0.0,0.08356182277202606,0.0,0.09040044993162155,0.039612576365470886,0.0,0.06382468342781067,0.0
10,276,1,1,Co4 Cu0.3 Sb11.5 Te0.5,550.0,0.5,0.09778919816017151,0.0179537795484066,0.0,0.0922057256102562,0.012679636478424072,0.0,0.08409728109836578,0.02192331664264202,0.0,0.08163304626941681,0.0,0.08657994866371155,0.03473067656159401,0.0,0.06702649593353271,0.0
11,277,1,1,Co4 Cu0.3 Sb11.5 Te0.5,590.0,0.5,0.09602582454681396,0.014192183502018452,0.0,0.08911499381065369,0.01993056945502758,0.0,0.09188427031040192,0.030049938708543777,0.0,0.07960496097803116,0.0,0.08239080756902695,0.029869064688682556,0.0,0.07044655829668045,0.0
