,#,Random Seed,K_fold,reduced_formula,Temperature (K),target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,36,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,300.0,-91.15,4.270284652709961,0.0,4.024654865264893,3.9482617378234863,0.0,0.0,0.0,4.323376655578613,0.0,3.7136898040771484,0.0,3.8472795486450195,0.0,4.041293144226074,4.8134965896606445,4.0443267822265625
1,37,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,350.0,-102.26,4.770386219024658,0.0,4.497689247131348,4.417606353759766,0.0,0.0,0.0,4.78875732421875,0.0,4.145078182220459,0.0,4.3319902420043945,0.0,4.517893314361572,5.4207658767700195,4.541193008422852
2,38,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,400.0,-122.93,5.417189121246338,0.0,5.130926609039307,5.038046836853027,0.0,0.0,0.0,5.428046226501465,0.0,4.736883163452148,0.0,4.989645004272461,0.0,5.145940780639648,6.116584777832031,5.210774898529053
3,39,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,450.0,-141.44,6.124693393707275,0.0,5.829897880554199,5.736555099487305,0.0,0.0,0.0,6.147383213043213,0.0,5.3878068923950195,0.0,5.722029685974121,0.0,5.8402419090271,6.89729642868042,5.968352794647217
4,40,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,500.0,-158.09,6.915022373199463,0.0,6.62829065322876,6.53309965133667,0.0,0.0,0.0,6.97868013381958,0.0,6.136853218078613,0.0,6.5555548667907715,0.0,6.61456298828125,7.75162935256958,6.8217315673828125
5,41,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,550.0,-173.83,7.59683084487915,0.0,7.32389497756958,7.242181777954102,0.0,0.0,0.0,7.712487697601318,0.0,6.801614284515381,0.0,7.262351989746094,0.0,7.279926776885986,8.500153541564941,7.5740556716918945
6,42,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,600.0,-187.71,8.116382598876953,0.0,7.858216762542725,7.794102668762207,0.0,0.0,0.0,8.272075653076172,0.0,7.304069995880127,0.0,7.782983303070068,0.0,7.787724494934082,9.062111854553223,8.145609855651855
7,43,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,650.0,-199.12,8.447081565856934,0.0,8.202667236328125,8.153780937194824,0.0,0.0,0.0,8.631085395812988,0.0,7.647812366485596,0.0,8.118950843811035,0.0,8.097238540649414,9.427191734313965,8.493936538696289
8,48,42,1,Zn0.01 Ga0.025 Te1.01 Pb0.975,300.0,-103.40766036,4.076384544372559,0.0,3.8520474433898926,3.781075954437256,0.0,0.0,0.0,4.1332926750183105,0.0,3.537527084350586,0.0,3.682003974914551,0.0,3.833231210708618,4.608400344848633,3.856295585632324
9,59,42,1,Zn0.01 Ga0.025 Te1.01 Pb0.975,850.0,-263.29,8.939194679260254,0.0,8.692635536193848,8.763712882995605,0.0,0.0,0.0,9.19562816619873,0.0,8.271363258361816,0.0,8.634661674499512,0.0,8.444865226745605,9.973953247070312,8.941142082214355
