,#,Random Seed,K_fold,reduced_formula,Temperature (K),target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1,123,1,Ga0.025 Te1 Pb0.975,350.0,0.89,0.296054482460022,0.24743616580963135,0.014494881965219975,0.32433220744132996,0.0,0.3450181782245636,0.0,0.0,0.0,0.07611356675624847,0.2886669933795929,0.332849383354187,0.0,0.0,0.024656236171722412,0.3337424695491791
1,2,123,1,Ga0.025 Te1 Pb0.975,400.0,0.76,0.29313504695892334,0.24239879846572876,0.012283670715987682,0.31810104846954346,0.0,0.3398045599460602,0.0,0.0,0.0,0.07741929590702057,0.2824498414993286,0.32804223895072937,0.0,0.0001466860994696617,0.023536894470453262,0.330033540725708
2,3,123,1,Ga0.025 Te1 Pb0.975,450.0,0.66,0.28882017731666565,0.23641684651374817,0.010190722532570362,0.3112035095691681,0.0,0.33386552333831787,0.0,0.0,0.0,0.07872007042169571,0.27551212906837463,0.3227594196796417,0.0,0.0022467905655503273,0.02275468409061432,0.325292706489563
3,4,123,1,Ga0.025 Te1 Pb0.975,500.0,0.57,0.28356584906578064,0.2298726588487625,0.007862591184675694,0.3030184805393219,0.0,0.32690298557281494,0.0,0.0,0.0,0.08045224845409393,0.26805436611175537,0.3168596923351288,0.0,0.004499242641031742,0.02202916517853737,0.31943371891975403
4,10,123,1,Ga0.025 Te1 Pb0.975,800.0,0.28,0.24540530145168304,0.18886148929595947,0.0,0.25144654512405396,0.0,0.28163591027259827,0.0,0.01188191119581461,0.0,0.08936241269111633,0.22347669303417206,0.2772197723388672,0.0,0.016884122043848038,0.020223742350935936,0.2811993658542633
5,11,123,1,Ga0.025 Te1 Pb0.975,850.0,0.27,0.2375890463590622,0.18255476653575897,0.0,0.24252532422542572,0.0,0.27337971329689026,0.0,0.014862852171063423,0.0,0.09060872346162796,0.21657226979732513,0.26967474818229675,0.0,0.019715644419193268,0.019782721996307373,0.2745538055896759
6,12,123,1,Zn0.0025 Ga0.025 Te1.0025 Pb0.975,300.0,1.25,0.3756285309791565,0.23438584804534912,0.0,0.3342799246311188,0.0,0.3176274299621582,0.0,0.0,0.0,0.015457572415471077,0.2826458215713501,0.27698275446891785,0.0,0.0,0.0,0.30579856038093567
7,13,123,1,Zn0.0025 Ga0.025 Te1.0025 Pb0.975,350.0,1.14,0.37180230021476746,0.22936508059501648,0.0,0.3283546566963196,0.0,0.3119494318962097,0.0,0.0,0.0,0.016888068988919258,0.2786593735218048,0.27085649967193604,0.0,0.0,0.0,0.3018101751804352
8,14,123,1,Zn0.0025 Ga0.025 Te1.0025 Pb0.975,400.0,0.98,0.3657236695289612,0.22281230986118317,0.0,0.31981605291366577,0.0,0.3041374087333679,0.0,0.0,0.0,0.019010106101632118,0.2728232145309448,0.2620660960674286,0.0,0.0,0.0,0.29580333828926086
9,15,123,1,Zn0.0025 Ga0.025 Te1.0025 Pb0.975,450.0,0.84,0.3576733469963074,0.21495075523853302,0.0,0.30978304147720337,0.0,0.2953340709209442,0.0,0.0,0.0,0.02129577286541462,0.2658449113368988,0.25215813517570496,0.0,0.0,0.0,0.2882406711578369
