,#,Random Seed,K_fold,reduced_formula,Temperature (K),target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,24,42,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,300.0,3.22,0.27339106798171997,0.29278504848480225,0.0,0.27864915132522583,0.3075339198112488,0.29993054270744324,0.005909508094191551,0.0,0.2851758301258087,0.3284367322921753,0.2522691488265991,0.0,0.0,0.0,0.23131109774112701,0.3179539144039154
1,25,42,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,350.0,2.69,0.25125420093536377,0.2528214454650879,0.0,0.23215173184871674,0.27523064613342285,0.25939807295799255,0.007405562326312065,0.0,0.24597527086734772,0.28538084030151367,0.20761041343212128,0.0,0.0,0.0,0.18476790189743042,0.27724894881248474
2,26,42,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,400.0,2.31,0.2309846580028534,0.21533866226673126,0.0,0.1888774186372757,0.24441273510456085,0.22217202186584473,0.0091651426628232,0.000567268580198288,0.20971205830574036,0.24510698020458221,0.16610997915267944,0.0,0.0,0.0,0.1404159665107727,0.23991110920906067
3,27,42,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,450.0,1.99,0.21185746788978577,0.1789606213569641,0.0,0.14696553349494934,0.21543584764003754,0.18598246574401855,0.010607710108160973,0.005253709852695465,0.17492033541202545,0.20584483444690704,0.1264123022556305,0.0,0.0,0.0,0.09740642458200455,0.2032923549413681
4,28,42,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,500.0,1.81,0.19389690458774567,0.1478429138660431,0.0,0.10959554463624954,0.1903882771730423,0.1530027985572815,0.011342993006110191,0.008911415934562683,0.14293095469474792,0.17098207771778107,0.09110558032989502,0.0,0.0,0.0,0.05826454237103462,0.16963860392570496
5,29,42,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,550.0,1.56,0.17836755514144897,0.12609392404556274,0.0,0.08246181160211563,0.16969051957130432,0.1275649070739746,0.010842036455869675,0.014078611508011818,0.12096512317657471,0.14533104002475739,0.06465157866477966,0.0,0.0,0.0,0.029359228909015656,0.14256463944911957
6,30,42,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,600.0,1.42,0.16475895047187805,0.10953792184591293,0.0,0.061328206211328506,0.15116363763809204,0.10830724239349365,0.011025644838809967,0.018298784270882607,0.10502764582633972,0.12599396705627441,0.04315932095050812,0.0,0.0,0.0,0.004757814109325409,0.12101991474628448
7,31,42,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,650.0,1.34,0.15421031415462494,0.0977654755115509,0.0,0.04642026126384735,0.137008398771286,0.09352406114339828,0.010993343777954578,0.021729201078414917,0.09403248131275177,0.11262522637844086,0.027762074023485184,0.0,0.0,0.0,0.0,0.1051420122385025
8,33,42,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,750.0,1.17,0.137015238404274,0.08140238374471664,0.0,0.02476874738931656,0.11549970507621765,0.07085322588682175,0.01165651436895132,0.026898235082626343,0.07961667329072952,0.0938531756401062,0.005138210952281952,0.0,0.010180369019508362,0.002901524305343628,0.0,0.0845576673746109
9,89,42,1,Zn0.85986213 W0.13192965 O1.21900395,773.0,4.81,0.412776380777359,0.049747031182050705,0.0,0.0,0.29407456517219543,0.0042455196380615234,0.0,0.0,0.0483902245759964,0.009569242596626282,0.0,0.0,0.0,0.0,0.0,0.037507884204387665
10,138,42,1,Bi2 Se3,300.0,0.839,0.0,0.0,0.2127937376499176,0.0,0.0,0.0,0.09196677803993225,0.06100700795650482,0.0,0.0,0.0,0.0,0.1734701693058014,0.19605088233947754,0.0,0.0
11,244,42,1,Ge0.91 Bi0.06 Te1,750.0,1.51,0.20492087304592133,0.06691578030586243,0.03549814969301224,0.023564904928207397,0.1751788854598999,0.07604427635669708,0.05198398232460022,0.05472873896360397,0.07206997275352478,0.09336856007575989,0.0,0.0,0.05596395581960678,0.06330063939094543,0.0,0.09885277599096298
12,245,42,1,Ge0.91 Bi0.06 Te1,800.0,1.59,0.19936595857143402,0.06751611828804016,0.038004070520401,0.025433212518692017,0.1715821921825409,0.07441680878400803,0.05153021961450577,0.05673407018184662,0.07334688305854797,0.0928669273853302,0.0,0.0,0.05976097658276558,0.06475338339805603,0.0,0.0989748015999794
13,296,42,1,Co4 Cu0.3 Sb11.1 Te0.9,320.0,3.25,0.2551615536212921,0.2647410035133362,0.009868726134300232,0.26353299617767334,0.23578213155269623,0.2837879955768585,0.030171122401952744,0.05260590463876724,0.2875395119190216,0.29942041635513306,0.2568299174308777,0.0,0.021997708827257156,0.03329511359333992,0.24707148969173431,0.27860331535339355
14,297,42,1,Co4 Cu0.3 Sb11.1 Te0.9,360.0,3.02,0.24723441898822784,0.2509332001209259,0.018066100776195526,0.2529451251029968,0.22448889911174774,0.26990318298339844,0.02997950091958046,0.054780758917331696,0.27173322439193726,0.2814024090766907,0.2460271120071411,0.0,0.029021523892879486,0.03483261168003082,0.2343655526638031,0.26608091592788696
15,298,42,1,Co4 Cu0.3 Sb11.1 Te0.9,400.0,2.91,0.23826229572296143,0.23682023584842682,0.026291698217391968,0.24268314242362976,0.21324056386947632,0.25535252690315247,0.029529206454753876,0.057308293879032135,0.25620463490486145,0.26391345262527466,0.2355884313583374,0.0,0.03695828840136528,0.037689078599214554,0.22191280126571655,0.2536652982234955
16,299,42,1,Co4 Cu0.3 Sb11.1 Te0.9,440.0,2.85,0.22832085192203522,0.22257032990455627,0.034402184188365936,0.23293468356132507,0.20214322209358215,0.24095550179481506,0.029245885089039803,0.05967320501804352,0.24136009812355042,0.24723787605762482,0.2258099466562271,0.0,0.04542567580938339,0.04150224104523659,0.21050891280174255,0.2414633333683014
17,300,42,1,Co4 Cu0.3 Sb11.1 Te0.9,470.0,2.77,0.21998876333236694,0.2106553316116333,0.040576644241809845,0.22343312203884125,0.19272316992282867,0.22938427329063416,0.029200322926044464,0.06218056380748749,0.2289757877588272,0.23392486572265625,0.2159295231103897,0.0,0.051421307027339935,0.044475894421339035,0.19938138127326965,0.23052293062210083
18,301,42,1,Co4 Cu0.3 Sb11.1 Te0.9,510.0,2.73,0.21068616211414337,0.1972859501838684,0.047628406435251236,0.21326495707035065,0.18240152299404144,0.21638688445091248,0.029115572571754456,0.065007284283638,0.21506249904632568,0.21887792646884918,0.2053239643573761,0.0,0.05872251093387604,0.04750300943851471,0.18746724724769592,0.21857118606567383
19,302,42,1,Co4 Cu0.3 Sb11.1 Te0.9,550.0,2.68,0.20669788122177124,0.19238930940628052,0.052297670394182205,0.21192091703414917,0.177936390042305,0.21123844385147095,0.027792025357484818,0.06673189997673035,0.20933221280574799,0.21244773268699646,0.20252814888954163,0.0,0.06374192982912064,0.04865916073322296,0.18445566296577454,0.21405699849128723
20,303,42,1,Co4 Cu0.3 Sb11.1 Te0.9,590.0,2.64,0.20223446190357208,0.1875184029340744,0.05729430913925171,0.20972135663032532,0.1734771579504013,0.20618388056755066,0.026967287063598633,0.06846688687801361,0.20359182357788086,0.20622491836547852,0.1992969661951065,0.0,0.06896062940359116,0.050140827894210815,0.1805712878704071,0.2087325155735016
21,304,42,1,Co4 Cu0.3 Sb11.1 Te0.9,630.0,2.65,0.19808685779571533,0.1832168996334076,0.06218836456537247,0.20723283290863037,0.169253870844841,0.20159727334976196,0.026417726650834084,0.07013866305351257,0.19928932189941406,0.20073430240154266,0.1958615779876709,0.0,0.07381729036569595,0.051898714154958725,0.17688865959644318,0.2043115198612213
22,305,42,1,Co4 Cu0.3 Sb11.1 Te0.9,670.0,2.67,0.19412443041801453,0.17877429723739624,0.06725770235061646,0.2035382241010666,0.16547991335391998,0.1963728964328766,0.02643338218331337,0.0717974528670311,0.1955215334892273,0.19528217613697052,0.19104652106761932,0.0,0.07817668467760086,0.05375131219625473,0.17171718180179596,0.20040205121040344
23,306,42,1,Co4 Cu0.3 Sb11.1 Te0.9,700.0,2.7,0.19041332602500916,0.17417094111442566,0.0714951828122139,0.19932153820991516,0.16175009310245514,0.1909368634223938,0.026446904987096786,0.07321808487176895,0.19119365513324738,0.1899310201406479,0.1858585774898529,0.0,0.08201902359724045,0.05568934604525566,0.16631902754306793,0.196152001619339
24,307,42,1,Co4 Cu0.3 Sb11.1 Te0.9,730.0,2.74,0.18619301915168762,0.16860786080360413,0.07645122706890106,0.1941525638103485,0.1575220227241516,0.18468931317329407,0.026032904163002968,0.07468375563621521,0.1861846148967743,0.18376833200454712,0.17977237701416016,0.0,0.08620044589042664,0.058347053825855255,0.16036267578601837,0.19125434756278992
25,308,42,1,Co4 Cu0.3 Sb11.1 Te0.9,770.0,2.77,0.17938357591629028,0.15939673781394958,0.0837148129940033,0.18518683314323425,0.14981290698051453,0.17413541674613953,0.025025248527526855,0.07655637711286545,0.1770300567150116,0.17380107939243317,0.16960927844047546,0.0,0.09295395016670227,0.06336985528469086,0.14957012236118317,0.18267957866191864
26,327,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.95 Nb0.05 O3,373.0,4.45,0.656755268573761,0.48151645064353943,0.0,0.5296703577041626,0.6575321555137634,0.5577268004417419,0.0,0.0,0.5165678262710571,0.5179510712623596,0.5242395401000977,0.0,0.0,0.0,0.5333092212677002,0.5305215716362
27,328,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.95 Nb0.05 O3,423.0,4.36,0.6484659910202026,0.4705811142921448,0.0,0.5201964378356934,0.6499803066253662,0.5433380007743835,0.0,0.0,0.5070069432258606,0.5054540634155273,0.5140092372894287,0.0,0.0,0.0,0.524753987789154,0.5180777907371521
