,#,Random Seed,K_fold,reduced_formula,Temperature (K),target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,36,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,300.0,2853.09,66.31475067138672,59.6641731262207,59.821407318115234,60.04301834106445,0.0,69.44483947753906,61.13679122924805,0.0,68.10389709472656,73.8481216430664,61.528228759765625,0.0,64.61710357666016,56.47785568237305,0.0,69.42293548583984
1,37,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,350.0,2307.82,55.63621139526367,49.56790542602539,48.86962127685547,49.36918640136719,0.0,58.69641876220703,50.286842346191406,0.0,57.53191375732422,61.99207305908203,51.13843536376953,0.0,54.108642578125,46.11652755737305,0.0,57.95402526855469
2,38,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,400.0,1782.73,43.4311637878418,38.310455322265625,36.55730056762695,37.44718933105469,0.0,46.43510437011719,37.997806549072266,0.0,45.183616638183594,48.25823974609375,39.36432647705078,0.0,42.000999450683594,34.45484924316406,0.0,44.94532012939453
3,39,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,450.0,1386.31,34.991214752197266,31.1241455078125,28.389551162719727,29.34366226196289,0.0,37.82489776611328,30.034761428833008,0.0,36.615325927734375,38.68299865722656,31.1654052734375,0.0,33.73984146118164,26.924510955810547,0.0,35.46539306640625
4,40,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,500.0,1076.88,28.16016960144043,25.660425186157227,22.33098030090332,23.053142547607422,0.0,30.780675888061523,24.046255111694336,0.0,29.694204330444336,30.774612426757812,24.800609588623047,0.0,27.179397583007812,21.472457885742188,0.0,27.968788146972656
5,41,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,550.0,855.52,22.690032958984375,21.518739700317383,18.08051872253418,18.267467498779297,0.0,25.210102081298828,19.50244903564453,0.0,24.382080078125,24.798192977905273,20.12057113647461,0.0,21.91946792602539,17.66018295288086,0.0,22.549758911132812
6,42,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,600.0,693.56,18.057870864868164,18.022584915161133,14.58095645904541,14.338467597961426,0.0,20.358123779296875,15.565723419189453,0.0,20.033946990966797,19.816017150878906,16.263973236083984,0.0,17.39079475402832,14.417325019836426,0.0,18.180688858032227
7,43,42,1,Zn0.0075 Ga0.025 Te1.0075 Pb0.975,650.0,590.02,14.5985107421875,15.2095947265625,11.999706268310547,11.48576545715332,0.0,16.806808471679688,12.665677070617676,0.0,16.95400047302246,16.341249465942383,13.467901229858398,0.0,13.98751449584961,12.040475845336914,0.0,15.125465393066406
8,48,42,1,Zn0.01 Ga0.025 Te1.01 Pb0.975,300.0,2696.12,67.79019927978516,61.233726501464844,61.179420471191406,61.55625915527344,0.0,71.18605041503906,62.41143798828125,0.0,69.28498077392578,75.1412582397461,63.27235794067383,0.0,66.06839752197266,57.83892822265625,0.0,70.77737426757812
9,59,42,1,Zn0.01 Ga0.025 Te1.01 Pb0.975,850.0,261.41,7.371880531311035,8.847904205322266,6.924371719360352,6.466886043548584,0.0,9.991032600402832,6.397615432739258,0.0,10.647440910339355,9.736350059509277,7.882669448852539,0.0,7.277219772338867,7.393964767456055,0.0,9.555122375488281
10,81,42,1,Zn0.02 Te0.98,300.0,5.8,0.0,1.5305291414260864,0.0,0.0,0.0,5.794517993927002,0.0,0.0,7.646870136260986,6.372871398925781,0.0,0.0,0.0,0.0,0.0,2.270866632461548
11,89,42,1,Zn0.85986213 W0.13192965 O1.21900395,773.0,12.94,0.0,0.0,0.0,0.0,3.007676601409912,0.0,0.0,0.0,2.3199687004089355,0.0,0.0,1.4726641178131104,0.0,0.0,0.5029277205467224,0.0
12,345,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.9 Nb0.1 O3,373.0,2719.65,43.52168655395508,50.80184555053711,38.401607513427734,41.023521423339844,0.0,47.51279067993164,44.96638107299805,0.0,51.5864372253418,53.089717864990234,44.69467544555664,0.0,45.01297378540039,38.557456970214844,0.0,50.454750061035156
13,346,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.9 Nb0.1 O3,423.0,2474.28,40.639808654785156,47.971031188964844,36.45237350463867,38.82477569580078,0.0,44.416748046875,42.2203369140625,0.0,48.01371383666992,49.4992790222168,41.789554595947266,0.0,42.225528717041016,36.48277282714844,0.0,47.19166946411133
14,347,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.9 Nb0.1 O3,473.0,2219.65,37.47175216674805,45.038612365722656,34.20472717285156,36.453338623046875,0.0,41.14025115966797,39.30720520019531,0.0,44.581485748291016,45.80240249633789,38.76591873168945,0.0,39.26028060913086,34.19788360595703,0.0,43.72672653198242
15,348,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.9 Nb0.1 O3,523.0,1983.54,34.381038665771484,42.224395751953125,31.992963790893555,34.13371276855469,0.0,37.97771453857422,36.47871780395508,0.0,41.26352310180664,42.20196533203125,35.824119567871094,0.0,36.39730453491211,31.973892211914062,0.0,40.37299346923828
16,349,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.9 Nb0.1 O3,573.0,1756.69,31.346752166748047,39.47279739379883,29.837820053100586,31.87078094482422,0.0,34.87553405761719,33.716880798339844,0.0,38.0237922668457,38.680301666259766,32.931884765625,0.0,33.58760070800781,29.795345306396484,0.0,37.08475875854492
17,350,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.9 Nb0.1 O3,623.0,1529.84,27.49028968811035,35.830711364746094,26.958635330200195,28.827617645263672,0.0,31.054119110107422,30.106056213378906,0.0,34.04559326171875,34.41856002807617,29.278141021728516,0.0,29.936960220336914,26.74486541748047,0.0,33.0024299621582
18,351,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.9 Nb0.1 O3,673.0,1321.5,23.473739624023438,32.10368347167969,24.1059627532959,25.807147979736328,0.0,26.88441276550293,26.31996726989746,0.0,29.43657875061035,29.749034881591797,25.659893035888672,0.0,26.04977798461914,23.672943115234375,0.0,28.543893814086914
19,352,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.9 Nb0.1 O3,723.0,1159.59,20.1531925201416,28.738121032714844,21.54117202758789,23.18580436706543,0.0,22.941259384155273,22.966073989868164,0.0,24.977489471435547,25.307931900024414,22.54909896850586,0.0,22.638656616210938,20.933151245117188,0.0,24.385780334472656
20,353,42,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.9 Nb0.1 O3,773.0,1006.82,17.545671463012695,26.043169021606445,19.273223876953125,21.187685012817383,0.0,19.860881805419922,20.396839141845703,0.0,21.545181274414062,21.800399780273438,19.897724151611328,0.0,19.98189353942871,18.558820724487305,0.0,21.02191734313965
21,366,42,1,Cd0.02 Ag1 Sb0.98 Te2,350.0,150.87,3.379681348800659,3.033318519592285,2.6402852535247803,2.6266088485717773,0.0,2.9815311431884766,2.5926289558410645,0.0,3.279815196990967,3.8739962577819824,2.8802802562713623,0.0,3.2487363815307617,1.9868152141571045,0.0,3.625152826309204
