,#,Random Seed,K_fold,reduced_formula,Temperature (K),target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0,1201,1,Ga0.025 Te1 Pb0.975,300.0,1835.73,9.67940902709961,11.640487670898438,12.674997329711914,0.0,14.001982688903809,11.271631240844727,10.030155181884766,0.0,12.165051460266113,12.220977783203125,12.444690704345703,13.799603462219238,0.0,0.0,13.923700332641602,0.0
1,1,1201,1,Ga0.025 Te1 Pb0.975,350.0,1396.38,9.646065711975098,11.19663143157959,11.59367561340332,0.0,12.852849960327148,10.947668075561523,10.070232391357422,0.0,11.321014404296875,11.246232986450195,11.33401870727539,12.243042945861816,0.0,0.0,12.556777954101562,0.0
2,2,1201,1,Ga0.025 Te1 Pb0.975,400.0,1044.91,9.262176513671875,10.481925010681152,10.675989151000977,0.0,11.79379653930664,9.904263496398926,9.523804664611816,0.0,10.049087524414062,9.699459075927734,10.234821319580078,10.846341133117676,0.0,0.0,11.305896759033203,0.0
3,3,1201,1,Ga0.025 Te1 Pb0.975,450.0,806.93,8.195959091186523,8.99346923828125,9.442227363586426,0.0,10.232765197753906,8.19533634185791,8.32998275756836,0.0,8.172037124633789,7.844828128814697,8.834538459777832,9.09928035736084,0.027423042804002762,0.0,9.709348678588867,0.0
4,4,1201,1,Ga0.025 Te1 Pb0.975,500.0,627.53,6.533736228942871,6.941909313201904,7.31802225112915,0.0,7.291418552398682,6.462591648101807,6.90590763092041,0.0,6.549313068389893,6.218229293823242,6.561610698699951,6.675202369689941,0.07901974022388458,0.0,7.380350112915039,0.0
5,10,1201,1,Ga0.025 Te1 Pb0.975,800.0,259.87715225,4.24748420715332,4.676607131958008,4.663012981414795,0.0,4.9260382652282715,4.2529168128967285,4.632542610168457,0.0,4.419046401977539,4.280394077301025,4.2715301513671875,4.264830589294434,0.0,0.0,3.98897385597229,0.0
6,11,1201,1,Ga0.025 Te1 Pb0.975,850.0,233.73092255,4.238325119018555,4.763666152954102,4.72184944152832,0.0,5.175490856170654,4.29093074798584,4.655666351318359,0.0,4.480524063110352,4.488471031188965,4.6944169998168945,4.543282985687256,0.0,0.0,4.171740531921387,0.0
7,283,1201,1,Co4 Cu0.3 Sb11.3 Te0.7,320.0,558.0,11.572952270507812,14.383657455444336,12.869697570800781,0.0,10.375032424926758,15.085638046264648,12.998905181884766,0.0,12.997297286987305,15.35593032836914,11.461691856384277,12.634202003479004,0.0,0.0,12.158166885375977,0.0
8,284,1201,1,Co4 Cu0.3 Sb11.3 Te0.7,360.0,549.8,11.415594100952148,13.68304443359375,12.391342163085938,0.0,9.856435775756836,14.826018333435059,12.845407485961914,0.0,12.841615676879883,15.069501876831055,11.078287124633789,12.078865051269531,0.0,0.0,11.52009391784668,0.0
9,285,1201,1,Co4 Cu0.3 Sb11.3 Te0.7,400.0,545.6,11.063213348388672,13.048989295959473,11.990180969238281,0.0,9.307580947875977,14.304817199707031,12.40260124206543,0.0,12.36691665649414,14.583065032958984,10.641743659973145,11.522058486938477,0.0,0.0,10.858362197875977,0.0
