,#,Random Seed,K_fold,reduced_formula,Temperature (K),target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,66,88,1,Cd0.02 Te0.98,600.0,1.02,0.19271805882453918,0.1531008630990982,0.061510294675827026,0.03585512191057205,0.037662893533706665,0.203141987323761,0.05924394354224205,0.1708739995956421,0.11909295618534088,0.06328997761011124,0.18377657234668732,0.13254113495349884,0.023028261959552765,0.09860944747924805,0.0,0.17581357061862946
1,244,88,1,Ge0.91 Bi0.06 Te1,750.0,0.591,0.0,0.0,0.0073423064313828945,0.06760592013597488,0.05941951647400856,0.06694114208221436,0.029403576627373695,0.007924215868115425,0.018362099304795265,0.04096962511539459,0.0,0.08073330670595169,0.023452701047062874,0.07505027949810028,0.0,0.015021145343780518
2,245,88,1,Ge0.91 Bi0.06 Te1,800.0,0.57,0.0,0.0,0.009852271527051926,0.07281935214996338,0.061898209154605865,0.05768105015158653,0.03224316984415054,0.0,0.010122543200850487,0.049540627747774124,0.0,0.07240255177021027,0.02785785123705864,0.07597549259662628,0.0,0.005350526422262192
3,257,88,1,Co4 Cu0.3 Sb11.7 Te0.3,320.0,2.68,0.49126145243644714,0.48279035091400146,0.0037499102763831615,0.0001509152352809906,0.0,0.3755338490009308,0.0,0.4712545871734619,0.2881065905094147,0.0,0.41032475233078003,0.34854185581207275,0.0,0.11417235434055328,0.0,0.40311431884765625
4,258,88,1,Co4 Cu0.3 Sb11.7 Te0.3,360.0,2.51,0.47092747688293457,0.4571155607700348,0.006539753172546625,0.0037890709936618805,0.002195112407207489,0.35888004302978516,0.0003598704934120178,0.4502646327018738,0.27664563059806824,0.0,0.39251238107681274,0.3346627950668335,0.0,0.11200550943613052,0.0,0.3871919810771942
5,259,88,1,Co4 Cu0.3 Sb11.7 Te0.3,400.0,2.31,0.4501516819000244,0.4317832291126251,0.00867505744099617,0.00741615891456604,0.004327854141592979,0.3429826498031616,0.0014839395880699158,0.4295749366283417,0.2655903697013855,0.0,0.37521934509277344,0.3209533095359802,0.0,0.11017513275146484,0.0,0.3710933327674866
6,260,88,1,Co4 Cu0.3 Sb11.7 Te0.3,440.0,2.16,0.4298121929168701,0.40755295753479004,0.010552534833550453,0.01125250943005085,0.006237875670194626,0.32824575901031494,0.0023996569216251373,0.40944403409957886,0.25494620203971863,0.0,0.35899826884269714,0.30778008699417114,0.0,0.10873313993215561,0.0,0.35520708560943604
7,261,88,1,Co4 Cu0.3 Sb11.7 Te0.3,470.0,2.0,0.41472429037094116,0.3897269368171692,0.011945722624659538,0.014174073934555054,0.007438916712999344,0.3173338770866394,0.00314328633248806,0.3944491147994995,0.2469060868024826,0.0,0.3470112979412079,0.29812711477279663,0.0,0.10766877979040146,0.0,0.3432545065879822
8,262,88,1,Co4 Cu0.3 Sb11.7 Te0.3,510.0,1.85,0.3948226273059845,0.3661429286003113,0.013914983719587326,0.01848837547004223,0.008743105456233025,0.3025312125682831,0.004351608455181122,0.3747361898422241,0.23637081682682037,0.0,0.3313545882701874,0.2852235436439514,0.0,0.10620494186878204,0.0,0.32731467485427856
9,263,88,1,Co4 Cu0.3 Sb11.7 Te0.3,550.0,1.75,0.3741990923881531,0.3415229320526123,0.015584403648972511,0.02308449149131775,0.009849462658166885,0.2870883643627167,0.005763985216617584,0.3549385666847229,0.225801020860672,0.0,0.3154282569885254,0.27179789543151855,0.0,0.10438044369220734,0.0,0.31112736463546753
10,264,88,1,Co4 Cu0.3 Sb11.7 Te0.3,590.0,1.64,0.35394302010536194,0.31738749146461487,0.01740126870572567,0.027742909267544746,0.010865844786167145,0.27216044068336487,0.007201997563242912,0.3355979025363922,0.21545343101024628,0.0,0.2996237874031067,0.2587732672691345,0.0,0.1025901511311531,0.0,0.29511991143226624
11,265,88,1,Co4 Cu0.3 Sb11.7 Te0.3,630.0,1.56,0.33111968636512756,0.2900178134441376,0.019422531127929688,0.032741088420152664,0.012270450592041016,0.2556348741054535,0.008521689102053642,0.3140430450439453,0.20412324368953705,0.0,0.2815850079059601,0.2448255568742752,0.0,0.10061568021774292,0.0,0.27709901332855225
12,266,88,1,Co4 Cu0.3 Sb11.7 Te0.3,670.0,1.54,0.30587831139564514,0.2598990499973297,0.021466661244630814,0.03806136175990105,0.014092210680246353,0.23759955167770386,0.009637795388698578,0.29065200686454773,0.1921563446521759,0.0,0.2617858648300171,0.22995580732822418,0.0,0.09839914739131927,0.0,0.25741493701934814
13,267,88,1,Co4 Cu0.3 Sb11.7 Te0.3,700.0,1.54,0.2863537669181824,0.23676565289497375,0.023438896983861923,0.04211510717868805,0.015893271192908287,0.22391393780708313,0.010563254356384277,0.27299776673316956,0.18279819190502167,0.0,0.24675336480140686,0.21842613816261292,0.0,0.09653273969888687,0.0,0.24256213009357452
14,268,88,1,Co4 Cu0.3 Sb11.7 Te0.3,730.0,1.53,0.2663572430610657,0.213370218873024,0.025361960753798485,0.04649277776479721,0.017922548577189445,0.2097770869731903,0.011906692758202553,0.25497737526893616,0.173081636428833,0.0017985552549362183,0.231124147772789,0.20650076866149902,0.0,0.09496913850307465,0.0,0.22774986922740936
15,269,88,1,Co4 Cu0.3 Sb11.7 Te0.3,770.0,1.51,0.235684335231781,0.17845873534679413,0.028025122359395027,0.05311287194490433,0.022019285708665848,0.18813274800777435,0.01401606947183609,0.2278537154197693,0.15804997086524963,0.009199054911732674,0.20708389580249786,0.18870525062084198,0.0,0.09279777109622955,0.0,0.20496828854084015
16,283,88,1,Co4 Cu0.3 Sb11.3 Te0.7,320.0,2.51,0.48774152994155884,0.47879257798194885,0.003378134686499834,0.0007309988141059875,8.053705096244812e-05,0.3720482587814331,0.0,0.46740415692329407,0.2855086624622345,0.0,0.40729740262031555,0.345553457736969,0.0,0.11360709369182587,0.0,0.3990934193134308
17,284,88,1,Co4 Cu0.3 Sb11.3 Te0.7,360.0,2.37,0.4677046835422516,0.4533728361129761,0.0061888196505606174,0.004315536469221115,0.0026269517838954926,0.3555567264556885,0.0006467550992965698,0.44665756821632385,0.2741697430610657,0.0,0.3896922469139099,0.33187150955200195,0.0,0.11141159385442734,0.0,0.38341549038887024
18,285,88,1,Co4 Cu0.3 Sb11.3 Te0.7,400.0,2.25,0.44703179597854614,0.42816096544265747,0.008411675691604614,0.008019331842660904,0.004804570227861404,0.33975479006767273,0.0017184391617774963,0.42596235871315,0.2631777226924896,0.0,0.37246912717819214,0.318168580532074,0.0,0.10949299484491348,0.0,0.3673136532306671
19,286,88,1,Co4 Cu0.3 Sb11.3 Te0.7,440.0,2.12,0.42664727568626404,0.40385252237319946,0.010330574586987495,0.011871365830302238,0.006697069853544235,0.3249175250530243,0.002592971548438072,0.40586593747138977,0.2525236904621124,0.0,0.3562375605106354,0.3049585819244385,0.0,0.10800953954458237,0.0,0.3514070212841034
20,287,88,1,Co4 Cu0.3 Sb11.3 Te0.7,470.0,1.99,0.4116498827934265,0.3860323429107666,0.011766023933887482,0.014738230034708977,0.00787392444908619,0.313899964094162,0.0032504983246326447,0.39090433716773987,0.24451561272144318,0.0,0.34427833557128906,0.29525262117385864,0.0,0.10693055391311646,0.0,0.33946025371551514
21,288,88,1,Co4 Cu0.3 Sb11.3 Te0.7,510.0,1.93,0.3919214606285095,0.36270007491111755,0.013813016936182976,0.019080352038145065,0.009120577946305275,0.2991233766078949,0.004443075507879257,0.3714105188846588,0.2340582013130188,0.0,0.3288547992706299,0.2824908494949341,0.0,0.10536810010671616,0.0,0.32367321848869324
22,289,88,1,Co4 Cu0.3 Sb11.3 Te0.7,550.0,1.86,0.3719792366027832,0.3389596939086914,0.0156208835542202,0.023575659841299057,0.010160500183701515,0.28408411145210266,0.005862252786755562,0.3522724509239197,0.22379930317401886,0.0,0.3134419322013855,0.2694430947303772,0.0,0.10359900444746017,0.0,0.30804091691970825
23,290,88,1,Co4 Cu0.3 Sb11.3 Te0.7,590.0,1.79,0.35179153084754944,0.31481438875198364,0.017411118373274803,0.028188083320856094,0.011115297675132751,0.2691382169723511,0.007384423166513443,0.33298182487487793,0.21347478032112122,0.0,0.2976835072040558,0.25642895698547363,0.0,0.10179008543491364,0.0,0.2921156585216522
24,291,88,1,Co4 Cu0.3 Sb11.3 Te0.7,630.0,1.76,0.3286164700984955,0.2870389521121979,0.01941028982400894,0.033195991069078445,0.01257641613483429,0.25236451625823975,0.008650712668895721,0.31116342544555664,0.20199799537658691,0.0,0.27940210700035095,0.24231043457984924,0.0,0.09977389872074127,0.0,0.2738349139690399
25,292,88,1,Co4 Cu0.3 Sb11.3 Te0.7,670.0,1.76,0.30318501591682434,0.2566269636154175,0.021538836881518364,0.03853311389684677,0.014526184648275375,0.23419137299060822,0.009785095229744911,0.2876415550708771,0.18993008136749268,0.0,0.25941693782806396,0.22730810940265656,0.0,0.09753996133804321,0.0,0.25394076108932495
26,293,88,1,Co4 Cu0.3 Sb11.3 Te0.7,700.0,1.76,0.2839222550392151,0.23364584147930145,0.023504657670855522,0.04258178547024727,0.016393624246120453,0.22057317197322845,0.01072964258491993,0.27013450860977173,0.18065671622753143,0.0,0.2444625198841095,0.21580201387405396,0.0,0.09576146304607391,0.0,0.23921896517276764
27,294,88,1,Co4 Cu0.3 Sb11.3 Te0.7,730.0,1.76,0.26383399963378906,0.21008987724781036,0.02538893185555935,0.04700510948896408,0.018534110859036446,0.20634011924266815,0.012111103162169456,0.25196346640586853,0.1708369255065918,0.002545766532421112,0.22867467999458313,0.2037886679172516,0.0,0.09415730088949203,0.0,0.2242884337902069
28,295,88,1,Co4 Cu0.3 Sb11.3 Te0.7,770.0,1.74,0.23386052250862122,0.1758083999156952,0.027955451980233192,0.05339854210615158,0.022363407537341118,0.18511858582496643,0.01412728801369667,0.22540739178657532,0.1560455709695816,0.00973794236779213,0.20525234937667847,0.1863573044538498,0.0,0.09214092791080475,0.0,0.20206020772457123
29,296,88,1,Co4 Cu0.3 Sb11.1 Te0.9,320.0,2.56,0.4860886335372925,0.47689270973205566,0.0031844903714954853,0.001000143587589264,0.0003155022859573364,0.37038812041282654,0.0,0.4655682146549225,0.2842842936515808,0.0,0.40587273240089417,0.3441272974014282,0.0,0.11333037167787552,0.0,0.3971763551235199
30,297,88,1,Co4 Cu0.3 Sb11.1 Te0.9,360.0,2.27,0.4661397337913513,0.45155468583106995,0.005994545761495829,0.004568189382553101,0.0028437860310077667,0.3539489805698395,0.0007899515330791473,0.44489946961402893,0.27298328280448914,0.0,0.388332724571228,0.3305060863494873,0.0,0.1111263632774353,0.0,0.38156914710998535
31,298,88,1,Co4 Cu0.3 Sb11.1 Te0.9,400.0,2.09,0.44544491171836853,0.4263293147087097,0.008272448554635048,0.00833088904619217,0.005052095279097557,0.33813902735710144,0.001834191381931305,0.42414432764053345,0.261984258890152,0.0,0.37108996510505676,0.31677573919296265,0.0,0.10914964228868484,0.0,0.3654111325740814
32,299,88,1,Co4 Cu0.3 Sb11.1 Te0.9,440.0,1.98,0.42499154806137085,0.40193694829940796,0.010222064331173897,0.012166636064648628,0.0069335754960775375,0.32318180799484253,0.0027197860181331635,0.4039647579193115,0.25126340985298157,0.0,0.354791522026062,0.30354511737823486,0.0,0.10765626281499863,0.0,0.34943699836730957
33,300,88,1,Co4 Cu0.3 Sb11.1 Te0.9,470.0,1.86,0.4100302755832672,0.3841140866279602,0.011689890176057816,0.015037983655929565,0.008096674457192421,0.3121403157711029,0.003343012183904648,0.38902735710144043,0.24326620995998383,0.0,0.3428400456905365,0.2937937378883362,0.0,0.10656275600194931,0.0,0.3374936878681183
34,301,88,1,Co4 Cu0.3 Sb11.1 Te0.9,510.0,1.76,0.3903791606426239,0.3608377277851105,0.01372932642698288,0.01934865117073059,0.009322680532932281,0.2973785698413849,0.0044758617877960205,0.3696962296962738,0.2328663468360901,0.0,0.32754167914390564,0.28108954429626465,0.0,0.10497263818979263,0.0,0.3217855989933014
35,302,88,1,Co4 Cu0.3 Sb11.1 Te0.9,550.0,1.66,0.37088680267333984,0.33767813444137573,0.015620257705450058,0.02379089966416359,0.01029893197119236,0.28260359168052673,0.005908504128456116,0.350967675447464,0.22280028462409973,0.0,0.31247207522392273,0.2682951092720032,0.0,0.10322441160678864,0.0,0.3065111041069031
36,303,88,1,Co4 Cu0.3 Sb11.1 Te0.9,590.0,1.59,0.35069987177848816,0.31350550055503845,0.01741497591137886,0.02840765193104744,0.011243266984820366,0.26761722564697266,0.007471378892660141,0.3316667079925537,0.21247436106204987,0.0,0.29670581221580505,0.2552563548088074,0.0,0.1013907939195633,0.0,0.2906040847301483
37,304,88,1,Co4 Cu0.3 Sb11.1 Te0.9,630.0,1.56,0.3273812234401703,0.28552737832069397,0.019417084753513336,0.03341304883360863,0.012752920389175415,0.2507091760635376,0.008713603019714355,0.30974888801574707,0.20093600451946259,0.0,0.2782857120037079,0.24104611575603485,0.0,0.09936601668596268,0.0,0.27218300104141235
38,305,88,1,Co4 Cu0.3 Sb11.1 Te0.9,670.0,1.54,0.3017845153808594,0.25490450859069824,0.0216035358607769,0.038786858320236206,0.014762744307518005,0.23243875801563263,0.009851286187767982,0.28609952330589294,0.18876606225967407,0.0,0.25818756222724915,0.22595033049583435,0.0,0.09713877737522125,0.0,0.2521219253540039
39,306,88,1,Co4 Cu0.3 Sb11.1 Te0.9,700.0,1.56,0.28262341022491455,0.23197413980960846,0.023558709770441055,0.042851902544498444,0.016657494008541107,0.21885031461715698,0.010835366323590279,0.2686065435409546,0.17950622737407684,0.0,0.2432112991809845,0.214427188038826,0.0,0.0953899621963501,0.0,0.2374357283115387
40,307,88,1,Co4 Cu0.3 Sb11.1 Te0.9,730.0,1.56,0.2625276446342468,0.20839734375476837,0.025421438738703728,0.04728012904524803,0.018840812146663666,0.20458157360553741,0.01221715658903122,0.2504177987575531,0.1696804016828537,0.0029314905405044556,0.22740958631038666,0.2024046927690506,0.0,0.09375672042369843,0.0,0.22250406444072723
41,308,88,1,Co4 Cu0.3 Sb11.1 Te0.9,770.0,1.56,0.23288807272911072,0.17441202700138092,0.027915893122553825,0.05355759710073471,0.0225528571754694,0.18355722725391388,0.014205481857061386,0.22413340210914612,0.155013307929039,0.010021047666668892,0.20427905023097992,0.18514235317707062,0.0,0.09180136770009995,0.0,0.20055463910102844
42,318,88,1,Ba0.3135 Sr0.3135 Ca0.3135 La0.05 Ti0.95 Nb0.05 O3,373.0,3.25,0.2069014608860016,0.16194555163383484,0.0,0.0,0.0,0.8451472520828247,0.0,0.7564508318901062,0.9446904063224792,0.0,0.8130579590797424,1.0160295963287354,0.0,0.5601540207862854,0.0,0.7833831310272217
43,319,88,1,Ba0.3135 Sr0.3135 Ca0.3135 La0.05 Ti0.95 Nb0.05 O3,423.0,3.15,0.177734836935997,0.12696988880634308,0.0,0.0,0.0,0.8260006308555603,0.0,0.7291423082351685,0.9289127588272095,0.0,0.7853399515151978,0.9973845481872559,0.0,0.5570796132087708,0.0,0.7623316049575806
44,320,88,1,Ba0.3135 Sr0.3135 Ca0.3135 La0.05 Ti0.95 Nb0.05 O3,473.0,3.07,0.1504080444574356,0.09337718784809113,0.0,0.0,0.0,0.8070966601371765,0.0,0.7022512555122375,0.9131790995597839,0.0,0.7585873603820801,0.9789649248123169,0.0,0.5543055534362793,0.0,0.7419309616088867
45,321,88,1,Ba0.3135 Sr0.3135 Ca0.3135 La0.05 Ti0.95 Nb0.05 O3,523.0,2.96,0.12354870140552521,0.05912496894598007,0.0,0.0,0.0,0.7874701023101807,0.0,0.6760878562927246,0.8969401717185974,0.0,0.7321576476097107,0.9607040286064148,0.0,0.5524085164070129,0.0,0.7211673259735107
46,322,88,1,Ba0.3135 Sr0.3135 Ca0.3135 La0.05 Ti0.95 Nb0.05 O3,573.0,2.94,0.09883736819028854,0.027442896738648415,0.0,0.0,0.0,0.7688105702400208,0.0,0.6521822810173035,0.8818284869194031,0.0,0.7080616354942322,0.944195032119751,0.0,0.5506516695022583,0.0,0.7014136910438538
47,323,88,1,Ba0.3135 Sr0.3135 Ca0.3135 La0.05 Ti0.95 Nb0.05 O3,623.0,2.85,0.0752551257610321,0.0,0.0,0.0,0.0,0.7509636282920837,0.0,0.6296228170394897,0.8672640919685364,0.0,0.6849366426467896,0.9289892315864563,0.0,0.5487896800041199,0.0,0.6825237274169922
48,324,88,1,Ba0.3135 Sr0.3135 Ca0.3135 La0.05 Ti0.95 Nb0.05 O3,673.0,2.78,0.05291353166103363,0.0,0.0,0.0,0.0,0.7334361672401428,0.0,0.6074405908584595,0.8525509238243103,0.0,0.6624190211296082,0.9134709239006042,0.0,0.5469145178794861,0.0,0.6635013818740845
49,327,88,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.95 Nb0.05 O3,373.0,2.97,0.19202035665512085,0.1436048448085785,0.0,0.0,0.0,0.835112452507019,0.0,0.7440887689590454,0.9351521730422974,0.0,0.7991379499435425,1.0095354318618774,0.0,0.5580349564552307,0.0,0.7695055603981018
50,328,88,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.95 Nb0.05 O3,423.0,2.82,0.1631060391664505,0.10864382982254028,0.0,0.0,0.0,0.8156927824020386,0.0,0.716851532459259,0.9190919995307922,0.0,0.7713598608970642,0.9907662868499756,0.0,0.5552024841308594,0.0,0.7484176158905029
51,329,88,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.95 Nb0.05 O3,473.0,2.72,0.13504916429519653,0.07456889748573303,0.0,0.0,0.0,0.7964027523994446,0.0,0.6895747780799866,0.9030543565750122,0.0,0.7443660497665405,0.9722437858581543,0.0,0.5524388551712036,0.0,0.7275262475013733
52,330,88,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.95 Nb0.05 O3,523.0,2.65,0.10891247540712357,0.04180289804935455,0.0,0.0,0.0,0.7773474454879761,0.0,0.663979709148407,0.8873874545097351,0.0,0.719014048576355,0.9546589255332947,0.0,0.5503091812133789,0.0,0.7070327997207642
53,331,88,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.95 Nb0.05 O3,573.0,2.53,0.08502137660980225,0.01113620400428772,0.0,0.0,0.0,0.759015679359436,0.0,0.6409263014793396,0.872673749923706,0.0,0.6957687139511108,0.9388135075569153,0.0,0.5484789609909058,0.0,0.6876145005226135
54,332,88,1,Ba0.297 Sr0.297 Ca0.297 La0.1 Ti0.95 Nb0.05 O3,623.0,2.45,0.06226513534784317,0.0,0.0,0.0,0.0,0.7413415908813477,0.0,0.6183604598045349,0.8578293919563293,0.0,0.6729609966278076,0.9234515428543091,0.0,0.5465356111526489,0.0,0.6688205003738403
