,#,Random Seed,K_fold,reduced_formula,Temperature (K),target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0,123,1,Ga0.025 Te1 Pb0.975,300.0,2.7,0.0,0.0,0.0,0.005527172237634659,0.13260194659233093,0.14127066731452942,0.0,0.0,0.0,0.1667584776878357,0.018506847321987152,0.06590293347835541,0.0,0.15837618708610535,0.0,0.04353892803192139
1,1,123,1,Ga0.025 Te1 Pb0.975,350.0,2.33,0.0,0.0,0.0,0.009117008186876774,0.09470019489526749,0.10535886138677597,0.0,0.0,0.0,0.1309477686882019,0.024644941091537476,0.0286903977394104,0.0,0.12419840693473816,0.0,0.012136958539485931
2,2,123,1,Ga0.025 Te1 Pb0.975,400.0,2.02,0.0,0.0,0.0,0.011211962439119816,0.060415662825107574,0.07290539890527725,0.0,0.0,0.0,0.10051675140857697,0.031355902552604675,0.0,0.0,0.0928257554769516,0.0,0.0
3,3,123,1,Ga0.025 Te1 Pb0.975,450.0,1.8,0.0,0.0,0.0,0.011507383547723293,0.035539399832487106,0.048512380570173264,0.0,0.0,0.0,0.07782323658466339,0.03827625885605812,0.0,0.0,0.06845554709434509,0.0,0.0
4,4,123,1,Ga0.025 Te1 Pb0.975,500.0,1.59,0.0,0.0,0.0,0.012224369682371616,0.014628000557422638,0.02872830256819725,0.0,0.0,0.0,0.05890645086765289,0.044402457773685455,0.0,0.0,0.047767188400030136,0.0,0.0
5,10,123,1,Ga0.025 Te1 Pb0.975,800.0,1.11,0.0,0.012249160557985306,0.0,0.013552126474678516,0.0,0.0,0.003955300897359848,0.00839991495013237,0.0,0.0,0.07048704475164413,0.0,0.01247125118970871,0.0,0.0,0.0
6,11,123,1,Ga0.025 Te1 Pb0.975,850.0,1.13,0.0,0.017997726798057556,0.004580006003379822,0.013755575753748417,0.0,0.0,0.008036356419324875,0.013734599575400352,0.0,0.0,0.07471409440040588,0.0,0.014273200184106827,0.0,0.0,0.0
7,24,123,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,300.0,3.22,0.0,0.0,0.0,0.0,0.2930680215358734,0.2990855276584625,0.0,0.0,0.0,0.3101605176925659,0.0,0.269428014755249,0.0,0.3275929093360901,0.0,0.24354198575019836
8,25,123,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,350.0,2.69,0.0,0.0,0.0,0.0,0.2383260428905487,0.24269957840442657,0.0,0.0,0.0,0.2605299949645996,0.0,0.211419016122818,0.0,0.2728015184402466,0.0,0.1873933970928192
9,26,123,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,400.0,2.31,0.0,0.0,0.0,0.0,0.18778380751609802,0.18953847885131836,0.0,0.0,0.0,0.21527013182640076,0.0,0.1565563678741455,0.0,0.220559760928154,0.0,0.1353681981563568
10,27,123,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,450.0,1.99,0.0,0.0,0.0,0.0,0.14775045216083527,0.14668279886245728,0.0,0.0,0.0,0.17968705296516418,0.0,0.11213536560535431,0.0,0.17741483449935913,0.0,0.09539510309696198
11,28,123,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,500.0,1.81,0.0,0.0,0.0,0.0,0.11580350995063782,0.11374479532241821,0.0,0.0,0.0,0.15025633573532104,0.005533978343009949,0.07804078608751297,0.0,0.14202216267585754,0.0,0.06466365605592728
12,29,123,1,Zn0.005 Ga0.025 Te1.005 Pb0.975,550.0,1.56,0.0,0.0,0.0,0.0,0.08651235699653625,0.08393227308988571,0.0,0.0,0.0,0.12297854572534561,0.011288084089756012,0.04699151590466499,0.0,0.10967002809047699,0.0,0.036612026393413544
