,#,Random Seed,K_fold,reduced_formula,Temperature (K),target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0,1,1,Ga0.025 Te1 Pb0.975,300.0,-129.88,0.0,0.0,10.419057846069336,5.713725566864014,7.498470783233643,0.0,6.189044952392578,0.0,5.639355659484863,5.302156448364258,7.410059928894043,0.0,5.938509941101074,5.110020160675049,6.197941780090332,5.255287170410156
1,1,1,1,Ga0.025 Te1 Pb0.975,350.0,-149.5,0.0,0.0,10.94336986541748,6.2558088302612305,7.9619574546813965,0.0,6.716838359832764,0.0,6.126438140869141,5.825819969177246,7.856360912322998,0.0,6.442606449127197,5.612776279449463,6.716154098510742,5.729208946228027
2,2,1,1,Ga0.025 Te1 Pb0.975,400.0,-170.36,0.0,0.0,11.390944480895996,6.760914325714111,8.357749938964844,0.0,7.195775032043457,0.0,6.571681976318359,6.308253765106201,8.233667373657227,0.0,6.88921594619751,6.091238021850586,7.196893215179443,6.17161750793457
3,3,1,1,Ga0.025 Te1 Pb0.975,450.0,-189.41,0.0,0.0,11.879952430725098,7.237795829772949,8.747076988220215,0.0,7.658268451690674,0.0,6.995870590209961,6.760660171508789,8.612150192260742,0.0,7.316889762878418,6.530701637268066,7.667309761047363,6.600220680236816
4,4,1,1,Ga0.025 Te1 Pb0.975,500.0,-202.93,0.0,0.0,12.5079984664917,7.702719211578369,9.125506401062012,0.0,8.097079277038574,0.0,7.398252487182617,7.161159515380859,8.970731735229492,0.0,7.700559139251709,6.91606330871582,8.136898040771484,7.019807815551758
5,10,1,1,Ga0.025 Te1 Pb0.975,800.0,-253.27,0.0,0.0,15.353303909301758,8.76445484161377,10.153401374816895,0.0,9.025801658630371,0.0,8.122603416442871,7.717663288116455,9.93062973022461,0.0,8.425451278686523,7.503240585327148,9.108088493347168,7.661664009094238
6,11,1,1,Ga0.025 Te1 Pb0.975,850.0,-254.51,0.0,0.0,15.736348152160645,8.95315933227539,10.345779418945312,0.0,9.17341423034668,0.0,8.264571189880371,7.8348212242126465,10.10081958770752,0.0,8.576178550720215,7.651982307434082,9.268204689025879,7.786548614501953
7,61,1,1,Cd0.02 Te0.98,350.0,408.26,15.920910835266113,15.693387985229492,0.0,0.0,0.0,16.456615447998047,0.0,15.296966552734375,0.0,0.0,0.0,16.277482986450195,0.0,0.0,0.0,0.0
8,66,1,1,Cd0.02 Te0.98,600.0,191.46,12.580192565917969,12.88257884979248,0.0,0.0,0.0,13.133838653564453,0.0,12.08974838256836,0.0,0.0,0.0,13.288641929626465,0.0,0.0,0.0,0.0
9,89,1,1,Zn0.85986213 W0.13192965 O1.21900395,773.0,-263.28,3.6211414337158203,3.7108774185180664,0.0,0.0,0.0,3.869602918624878,0.0,3.253066062927246,0.0,0.0,0.0,3.7397212982177734,0.0,0.0,0.0,0.0
10,97,1,1,Zn0.92128085 W0.10994137 O1.2205657,673.0,-333.59,3.5303211212158203,3.609877586364746,0.0,0.0,0.0,3.783696174621582,0.0,3.1898646354675293,0.0,0.0,0.0,3.640380382537842,0.0,0.0,0.0,0.0
11,161,1,1,Al0.15 Bi2 Se3,360.0,-134.5,0.0,0.0,7.689342498779297,4.325059413909912,4.472224235534668,0.0,4.390889644622803,0.0,4.2948503494262695,4.0061726570129395,4.837258815765381,0.0,4.0576701164245605,3.9127378463745117,4.3485565185546875,4.018054962158203
12,162,1,1,Al0.15 Bi2 Se3,380.0,-139.25,0.0,0.0,7.824977874755859,4.493069171905518,4.641421318054199,0.0,4.553199291229248,0.0,4.453638076782227,4.15449333190918,5.000772953033447,0.0,4.218568325042725,4.061456680297852,4.514777660369873,4.159569263458252
13,163,1,1,Al0.15 Bi2 Se3,400.0,-143.25,0.0,0.0,7.963546276092529,4.657283782958984,4.8082194328308105,0.0,4.712221622467041,0.0,4.609086990356445,4.299783229827881,5.161738395690918,0.0,4.377086639404297,4.206884860992432,4.6794233322143555,4.297915935516357
14,164,1,1,Al0.15 Bi2 Se3,420.0,-146.75,0.0,0.0,8.133563995361328,4.809425354003906,4.977388858795166,0.0,4.861661911010742,0.0,4.752554893493652,4.434465408325195,5.323822021484375,0.0,4.525716304779053,4.340352535247803,4.840764999389648,4.4232177734375
