K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,123,2.7,2.5521817500000012,0.0,Ga0.025Te1Pb0.975
1,123,2.33,2.238655199999996,1.0,Ga0.025Te1Pb0.975
1,123,2.02,1.9715511999999977,2.0,Ga0.025Te1Pb0.975
1,123,1.8,1.7134106829999987,3.0,Ga0.025Te1Pb0.975
1,123,1.59,1.5568601999999985,4.0,Ga0.025Te1Pb0.975
1,123,1.11,1.1810850624500007,10.0,Ga0.025Te1Pb0.975
1,123,1.13,1.166426600000001,11.0,Ga0.025Te1Pb0.975
1,123,3.22,3.0145236500000014,24.0,Zn0.005Ga0.025Te1.005Pb0.975
1,123,2.69,2.655635149999996,25.0,Zn0.005Ga0.025Te1.005Pb0.975
1,123,2.31,2.3454558500000013,26.0,Zn0.005Ga0.025Te1.005Pb0.975
1,123,1.99,2.0055219999999987,27.0,Zn0.005Ga0.025Te1.005Pb0.975
1,123,1.81,1.8215784999999973,28.0,Zn0.005Ga0.025Te1.005Pb0.975
1,123,1.56,1.6503200000000016,29.0,Zn0.005Ga0.025Te1.005Pb0.975
1,123,1.42,1.5035608000000018,30.0,Zn0.005Ga0.025Te1.005Pb0.975
1,123,1.34,1.401357300000003,31.0,Zn0.005Ga0.025Te1.005Pb0.975
1,123,1.17,1.3328689000000018,33.0,Zn0.005Ga0.025Te1.005Pb0.975
1,123,14.07,15.24842083983998,104.0,Zn0.98269957W0.0879531O1.22212745
1,123,3.25,2.953422999999997,296.0,Co4Cu0.3Sb11.1Te0.9
1,123,3.02,2.8963738499999954,297.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.91,2.8178073499999936,298.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.85,2.7226925499999983,299.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.77,2.667962549999994,300.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.73,2.6291720499999935,301.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.68,2.6025275499999987,302.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.64,2.5805565000000055,303.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.65,2.576355000000005,304.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.67,2.5919152999999953,305.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.7,2.6105503,306.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.74,2.6332904999999935,307.0,Co4Cu0.3Sb11.1Te0.9
1,123,2.77,2.638714999999999,308.0,Co4Cu0.3Sb11.1Te0.9
1,123,3.84,4.262664557172503,309.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,123,3.73,4.143529724672495,310.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,123,3.67,4.098973671872499,311.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,123,3.57,3.978695783872492,312.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,123,3.49,3.8301615409724987,313.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,123,3.42,3.7220215157475036,314.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,123,3.18,3.4435607728475026,316.0,Ba0.33Sr0.33Ca0.33Ti1O3
1,123,2.49,1.5221590511,425.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,2.254,1.4471126837,426.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,2.031,1.33868273735,427.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,1.809,1.2249078262999986,428.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,1.63,1.1454846248499997,429.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,1.481,1.071192161700001,430.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,1.366,1.0470182558499994,431.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,1.331,1.0143773058499992,432.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,1.303,0.9915440058500004,433.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,1.251,0.9718593058500009,434.0,Sb0.012Te0.1Pb0.99Se0.8S0.1
1,123,1.618,1.795358545020002,474.0,Sb0.012Te0.4Pb0.99Se0.2S0.4
1,123,1.34,1.5163295821000018,476.0,Sb0.012Te0.4Pb0.99Se0.2S0.4
1,123,1.205,1.4131305821000006,477.0,Sb0.012Te0.4Pb0.99Se0.2S0.4
1,123,1.127,1.3264289147000001,478.0,Sb0.012Te0.4Pb0.99Se0.2S0.4
1,123,1.048,1.2128599241999996,479.0,Sb0.012Te0.4Pb0.99Se0.2S0.4
1,123,1.015,1.1119620000000003,480.0,Sb0.012Te0.4Pb0.99Se0.2S0.4
1,123,0.9222,1.0478280000000004,481.0,Sb0.012Te0.4Pb0.99Se0.2S0.4
1,123,0.8515,0.9969125058499994,482.0,Sb0.012Te0.4Pb0.99Se0.2S0.4
1,123,1.619,1.4560490579000034,501.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,1.476,1.312410431877452,502.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,1.336,1.2432028970000004,503.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,1.202,1.1740041408999982,504.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,1.075,1.0644330736499987,505.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,0.9729,0.971879882899999,506.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,0.8613,0.9100524746999988,507.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,0.7984,0.8560646692000001,508.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,0.7811,0.8249960192499998,509.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,0.7587,0.7979703472499995,510.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,0.7283,0.7652793673499998,511.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,0.7304,0.7503326673500003,512.0,Sn0.05Sb0.012Te0.25Pb0.94Se0.5S0.25
1,123,5.61,5.401554599999992,566.0,Cr0.03Fe0.97Se2
1,123,5.13,5.005836250000006,567.0,Cr0.03Fe0.97Se2
1,123,4.61,4.760387729100004,568.0,Cr0.03Fe0.97Se2
1,123,4.12,4.41115994104999,569.0,Cr0.03Fe0.97Se2
1,123,1.26977,1.4733195449999994,672.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,1.2293,1.4124093450000006,673.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,1.22809,1.2542632694374698,674.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,1.05877,1.1193853624184158,675.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.93373,1.021097157691106,676.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.85346,0.9591613999999974,677.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.85897,0.9499063301558767,678.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.76449,0.9039370374999999,679.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.77196,0.9105211500000004,680.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.74768,0.9131694000000005,681.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.72339,0.9107075000000012,682.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.71298,0.9385770000000009,683.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.70778,0.9391618273500028,684.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.69043,0.934769877350001,685.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.67655,0.934782727350001,686.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00166518O0.04521383
1,123,0.6709,1.4592496233499994,717.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00333036O0.04521383
1,123,0.64605,1.3988614233500005,718.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00333036O0.04521383
1,123,0.55455,1.2580879694374696,719.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00333036O0.04521383
1,123,0.49058,1.1303108090184157,720.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00333036O0.04521383
1,123,0.43817,1.028308654291106,721.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00333036O0.04521383
1,123,0.40615,0.9713618465999975,722.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00333036O0.04521383
1,123,0.41205,0.9567073767558767,723.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00333036O0.04521383
1,123,0.36986,0.9108829974999999,724.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00333036O0.04521383
1,123,0.37929,0.9029746600000004,725.0,Ca0.00271283Cu0.8590627Bi0.03978817Pb0.00271283Se0.45213826C0.00333036O0.04521383
