Index,Random Seed,K_fold,#,Actual,Predicted,Uncertainty
0,1,1,0.0,32.61000061035156,8.777325630187988,0.2027321010828018
1,1,1,1.0,32.09000015258789,28.943275451660156,1.1917028427124023
2,1,1,2.0,31.809999465942383,23.97159194946289,1.0829734802246094
3,1,1,3.0,30.440000534057617,29.19280433654785,0.7405110597610474
4,1,1,4.0,28.40999984741211,25.123855590820312,0.6869286298751831
5,1,1,10.0,16.670000076293945,15.987112045288086,0.3420166671276092
6,1,1,11.0,15.140000343322754,15.051440238952637,0.268056571483612
7,1,2,12.0,33.360198974609375,29.453746795654297,0.6224372386932373
8,1,2,13.0,34.08000183105469,26.69689178466797,0.4399428069591522
9,1,2,14.0,34.720001220703125,27.764217376708984,0.3639491200447082
10,1,2,15.0,33.91999816894531,28.01511001586914,0.3915741443634033
11,1,2,16.0,32.380001068115234,27.05419158935547,0.3425913751125335
12,1,2,17.0,30.989999771118164,25.768890380859375,0.3864599764347076
13,1,2,18.0,29.260000228881836,25.111976623535156,0.3614948391914367
14,1,2,23.0,17.940000534057617,16.80620765686035,0.190460130572319
15,1,2,24.0,28.420000076293945,28.21969985961914,0.6724150776863098
16,1,2,25.0,28.61000061035156,26.690689086914062,0.4282584488391876
17,1,2,26.0,30.469999313354492,28.34999084472656,0.3489129543304443
18,1,2,27.0,30.700000762939453,28.168392181396484,0.3891593515872955
19,1,2,28.0,30.239999771118164,27.595600128173828,0.3476150035858154
20,1,2,29.0,28.190000534057617,26.322399139404297,0.3902939558029175
21,1,2,30.0,26.530000686645508,25.741472244262695,0.3767887353897095
22,1,2,31.0,25.59000015258789,23.24972915649414,0.3244850039482116
23,1,2,33.0,21.790000915527344,17.994670867919922,0.2032183110713958
24,1,5,36.0,25.329999923706055,27.3903865814209,1.2317897081375122
25,1,5,37.0,25.84000015258789,27.416072845458984,1.0228015184402466
26,1,5,38.0,27.34000015258789,29.33677864074707,0.9765875339508056
27,1,5,39.0,28.13999938964844,29.48589134216309,1.037397027015686
28,1,5,40.0,27.68000030517578,28.55857276916504,0.9825470447540284
29,1,5,41.0,26.760000228881836,27.7530517578125,0.8969405889511108
30,1,5,42.0,25.579999923706055,26.02716827392578,0.8496953248977661
31,1,5,43.0,24.190000534057617,24.698421478271484,0.8805328607559204
32,1,4,48.0,28.829999923706055,26.32369041442871,0.6590983271598816
33,1,4,59.0,17.540000915527344,17.18282127380371,0.3243905901908874
34,1,1,61.0,1.1799999475479126,10.539427757263184,0.2974009215831756
35,1,1,66.0,1.409999966621399,12.50290870666504,0.3224113285541534
36,1,3,67.0,10.5,-0.1711349487304687,0.7051910758018494
37,1,3,68.0,8.819999694824219,0.0616416931152343,0.3939411342144012
38,1,3,72.0,4.139999866485596,3.322059631347656,0.3833478689193725
39,1,1,74.0,8.680000305175781,9.741960525512695,0.540850043296814
40,1,1,75.0,7.590000152587891,7.651627540588379,0.3881565928459167
41,1,1,80.0,3.180000066757202,14.141592025756836,0.5833277106285095
42,1,1,81.0,1.1399999856948853,24.928041458129883,0.8098888993263245
43,1,2,89.0,0.962000012397766,2.5211410522460938,0.1410601884126663
44,1,1,97.0,1.919999957084656,0.9548521041870116,0.0677162259817123
45,1,1,104.0,6.150000095367432,1.3991546630859375,0.0560592859983444
46,1,2,131.0,9.229999542236328,2.4796438217163086,0.104354441165924
47,1,3,138.0,0.4350000023841858,20.440149307250977,3.913136959075928
48,1,5,150.0,1.9600000381469729,1.9890813827514648,0.2152604311704635
49,1,5,151.0,2.109999895095825,2.7111730575561523,0.2850664854049682
50,1,5,152.0,2.2799999713897705,3.181690216064453,0.2555210590362549
51,1,5,153.0,2.5,2.9981040954589844,0.3871184885501861
52,1,1,161.0,2.7799999713897705,2.5435338020324707,0.0930482074618339
53,1,1,162.0,3.0899999141693115,2.7120418548583984,0.1195574328303337
54,1,1,163.0,3.4100000858306885,3.246469497680664,0.1602278500795364
55,1,1,164.0,3.700000047683716,4.351004600524902,0.1493936479091644
56,1,1,165.0,3.849999904632568,4.5944976806640625,0.1805242747068405
57,1,3,168.0,1.9600000381469729,1.967329025268555,0.3776896893978119
58,1,3,169.0,2.109999895095825,2.1732826232910156,0.4416350722312927
59,1,3,170.0,2.430000066757202,1.9900970458984375,0.2450850456953048
60,1,3,171.0,2.8299999237060547,2.3328399658203125,0.3189276456832886
