K_Fold,Random Seed,Actual,Predicted,#,reduced_compositions
1,42,3.22,2.9452200576826884,24.0,Zn0.005Ga0.025Te1.005Pb0.975
1,42,2.69,2.6573077199999755,25.0,Zn0.005Ga0.025Te1.005Pb0.975
1,42,2.31,2.325508688663356,26.0,Zn0.005Ga0.025Te1.005Pb0.975
1,42,1.99,2.0283427600000206,27.0,Zn0.005Ga0.025Te1.005Pb0.975
1,42,1.81,1.816640480000016,28.0,Zn0.005Ga0.025Te1.005Pb0.975
1,42,1.56,1.6409067935283868,29.0,Zn0.005Ga0.025Te1.005Pb0.975
1,42,1.42,1.5016824066666576,30.0,Zn0.005Ga0.025Te1.005Pb0.975
1,42,1.34,1.416819260000007,31.0,Zn0.005Ga0.025Te1.005Pb0.975
1,42,1.17,1.303958335555556,33.0,Zn0.005Ga0.025Te1.005Pb0.975
1,42,4.81,7.834246073440759,89.0,Zn0.85986213W0.13192965O1.21900395
1,42,0.839,1.4243610106401239,138.0,Bi2Se3
1,42,1.51,1.781030353333316,244.0,Ge0.91Bi0.06Te1
1,42,1.59,1.791713653333337,245.0,Ge0.91Bi0.06Te1
1,42,3.25,2.8457837911111405,296.0,Co4Cu0.3Sb11.1Te0.9
1,42,3.02,2.75524437998669,297.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.91,2.67079301773332,298.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.85,2.5904348043999685,299.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.77,2.5439181200000207,300.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.73,2.5206260365600266,301.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.68,2.497183843226649,302.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.64,2.4794594632266524,303.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.65,2.4812617330800375,304.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.67,2.5070053997466846,305.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.7,2.5207924165599738,306.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.74,2.539381553506699,307.0,Co4Cu0.3Sb11.1Te0.9
1,42,2.77,2.530131290080034,308.0,Co4Cu0.3Sb11.1Te0.9
1,42,4.45,3.079734800663984,327.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,42,4.36,3.198254132354675,328.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,42,4.28,3.200378449011998,329.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,42,4.2,3.0630712239253373,330.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,42,4.02,2.997429838207992,331.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,42,3.89,2.909001061430332,332.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,42,3.76,2.8669205001249907,333.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,42,3.62,2.747600281786763,334.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,42,3.5,2.722425051456989,335.0,Ba0.297Sr0.297Ca0.297La0.1Ti0.95Nb0.05O3
1,42,4.52,3.1378523320853176,336.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,42,4.49,3.2396368796053356,337.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,42,4.42,3.231982368165327,338.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,42,4.34,3.0886455392506686,339.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,42,4.22,3.015816701803993,340.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,42,4.07,2.9088884069516627,341.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,42,3.92,2.860246195239658,342.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,42,3.77,2.7453591046036525,343.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,42,3.6,2.720321727291657,344.0,Ba0.3135Sr0.3135Ca0.3135La0.05Ti0.9Nb0.1O3
1,42,0.28751,0.5724617669271841,387.0,Cd0.06Ag1Sb0.94Te2
1,42,0.30709,0.566720108873334,388.0,Cd0.06Ag1Sb0.94Te2
1,42,0.35449,0.563625487619993,389.0,Cd0.06Ag1Sb0.94Te2
1,42,0.38746,0.5705167402450723,390.0,Cd0.06Ag1Sb0.94Te2
1,42,0.39679,0.5610192424184003,391.0,Cd0.06Ag1Sb0.94Te2
1,42,0.40576,0.5586140175250794,392.0,Cd0.06Ag1Sb0.94Te2
1,42,0.4238,0.5374594268917519,393.0,Cd0.06Ag1Sb0.94Te2
1,42,0.43479,0.532578677813327,394.0,Cd0.06Ag1Sb0.94Te2
1,42,0.43917,0.5551883911466667,395.0,Cd0.06Ag1Sb0.94Te2
1,42,0.4431,0.584450515806659,396.0,Cd0.06Ag1Sb0.94Te2
